Transaction_ID,Customer_ID,Customer_Age,Customer_Gender,Account_Balance,Account_Age_Months,Transaction_Amount,Average_Transaction_Amount,Transaction_Date,Transaction_Time,Time_Period,Location,Payment_Method,Device_Type,Merchant_Category,Transaction_Status,Daily_Transaction_Count,Weekly_Transaction_Count,Distance_From_Home_KM,Login_Attempts,Failed_Transactions_Last_24H,New_Device,International_Transaction,Card_Present,IP_Risk_Score,Risk_Level
TXN000707,CUST3648,62,Other,351483.38,55,66962.91,14745.41,22-06-2025,14:38,Afternoon,Delhi,UPI,Mobile,Food,Success,7,98,176,3,0,No,No,Yes,86,Medium
TXN000708,CUST1771,43,Male,349332.57,146,16117.91,46878.29,07-02-2026,19:54,Evening,Kolkata,Debit Card,Web,Healthcare,Success,18,18,209,4,2,No,No,Yes,2,Low
TXN000709,CUST5339,39,Female,172704.29,96,65788.61,10679.79,27-10-2023,11:04,Morning,Ahmedabad,Debit Card,Web,Healthcare,Success,4,79,215,6,3,No,No,No,26,Medium
TXN000710,CUST1920,44,Female,430302.78,173,48558.07,45887.6,20-07-2024,07:12,Morning,Ahmedabad,Credit Card,POS,Fuel,Success,11,39,248,6,3,Yes,No,No,69,Medium
TXN000711,CUST8488,39,Male,305315.21,159,9546.3,48916.8,22-04-2025,20:14,Evening,Hyderabad,UPI,POS,Electronics,Success,9,18,96,4,1,Yes,Yes,Yes,80,Medium
TXN000712,CUST3270,39,Male,407569.06,153,62019.23,24940.35,02-01-2024,21:57,Night,Bangalore,Net Banking,Mobile,Travel,Failed,2,75,226,1,4,No,No,No,45,Medium
TXN000713,CUST2245,29,Other,234491.4,20,98664.6,21165.42,21-02-2023,20:01,Evening,Jaipur,UPI,ATM,Shopping,Success,12,48,271,4,1,No,No,No,93,Medium
TXN000714,CUST1674,38,Female,90298.33,59,46297.12,17913.14,28-01-2024,15:50,Afternoon,Kolkata,Debit Card,POS,Healthcare,Success,2,80,126,4,1,No,Yes,Yes,62,Medium
TXN000715,CUST4124,65,Other,166905.94,93,88964.15,48336.45,30-11-2024,16:14,Afternoon,Delhi,Net Banking,Mobile,Electronics,Success,2,72,40,6,0,No,Yes,No,41,Medium
TXN000716,CUST8163,67,Female,306141.53,80,64510.99,7285.13,07-11-2025,19:27,Evening,Delhi,Credit Card,Web,Shopping,Success,4,17,154,6,3,Yes,No,No,33,Medium
TXN000717,CUST2171,58,Female,292571.01,107,14403.62,44227.64,31-10-2023,04:24,Morning,Bangalore,UPI,POS,Healthcare,Success,20,38,171,1,1,No,No,No,52,Low
TXN000718,CUST8860,58,Female,385629.11,76,38302.8,35595.74,29-02-2024,00:38,Morning,Mumbai,Net Banking,POS,Grocery,Success,11,93,160,2,3,Yes,Yes,Yes,23,Medium
TXN000719,CUST6210,41,Female,324287.65,171,99897.61,38503.38,01-08-2025,13:08,Afternoon,Coimbatore,UPI,ATM,Healthcare,Success,9,44,85,3,1,Yes,No,Yes,44,Medium
TXN000720,CUST9225,54,Female,106364.52,129,1376.15,33622.16,18-05-2023,13:05,Afternoon,Mumbai,Wallet,ATM,Electronics,Success,9,76,184,6,4,Yes,No,No,54,Medium
TXN000721,CUST1614,26,Female,396536.47,116,46014.55,28028.66,16-04-2024,07:45,Morning,Delhi,Credit Card,ATM,Grocery,Success,13,72,52,5,1,Yes,No,Yes,96,Medium
TXN000722,CUST9105,23,Female,199904.74,44,26711.68,31098.21,27-02-2024,13:48,Afternoon,Coimbatore,Net Banking,POS,Travel,Success,6,46,266,4,0,No,No,No,26,Low
TXN000723,CUST2742,53,Other,174849.32,98,62808.35,921.74,09-08-2025,18:50,Evening,Mumbai,Debit Card,POS,Food,Success,16,75,210,3,5,Yes,Yes,No,16,Medium
TXN000724,CUST8904,61,Female,107045.89,159,69173.15,37437.37,13-04-2025,08:34,Morning,Pune,Debit Card,ATM,Entertainment,Success,20,100,210,6,5,Yes,Yes,No,56,High
TXN000725,CUST4172,40,Female,492425.08,148,36920.79,39192.73,26-05-2023,15:58,Afternoon,Jaipur,Debit Card,Mobile,Healthcare,Success,6,60,296,4,2,Yes,No,Yes,32,Medium
TXN000726,CUST1482,70,Female,195636.9,127,63088.99,44256.76,30-03-2024,17:10,Evening,Mumbai,UPI,ATM,Fuel,Success,13,79,191,3,3,No,Yes,Yes,96,High
TXN000727,CUST5509,36,Male,458095.84,132,50870.39,10842.69,06-06-2024,09:41,Morning,Chennai,Wallet,Web,Fuel,Success,11,47,125,4,4,No,No,No,78,High
TXN000728,CUST4522,48,Male,176130.32,66,74507.05,8474.03,23-12-2024,02:56,Morning,Delhi,UPI,Web,Electronics,Success,4,15,300,3,4,Yes,No,Yes,62,Medium
TXN000729,CUST2398,67,Female,129276.46,64,3926.46,42113.3,26-04-2026,08:32,Morning,Chennai,Wallet,ATM,Healthcare,Success,5,16,285,5,3,No,No,Yes,64,Medium
TXN000730,CUST1532,61,Female,303222.61,80,66796.28,27231.79,30-10-2024,04:05,Morning,Jaipur,Wallet,Web,Shopping,Success,8,44,238,4,1,No,No,Yes,18,Medium
TXN000731,CUST9795,68,Other,11871.07,133,2828.64,10936.26,27-02-2024,11:35,Morning,Bangalore,Net Banking,Web,Fuel,Success,5,2,11,3,1,Yes,Yes,Yes,17,Low
TXN000732,CUST3370,37,Female,247984.08,141,85276.32,16372.23,23-05-2025,20:10,Evening,Ahmedabad,UPI,ATM,Food,Success,11,79,165,1,4,Yes,No,No,71,Medium
TXN000733,CUST7161,56,Female,337984.3,72,62807.04,3868.95,31-05-2025,06:43,Morning,Pune,Wallet,Web,Shopping,Success,8,85,123,2,5,Yes,Yes,Yes,67,High
TXN000734,CUST9357,48,Male,103471.73,163,29516.6,20342.83,09-11-2023,09:21,Morning,Kolkata,UPI,POS,Electronics,Success,18,48,112,5,0,No,No,No,76,Medium
TXN000735,CUST8121,53,Female,39215.68,78,38947.33,5538.18,10-12-2024,01:40,Morning,Pune,Wallet,Web,Grocery,Success,15,28,49,3,4,Yes,No,Yes,24,Medium
TXN000736,CUST1391,20,Other,444482.83,91,70236.89,14178.87,21-02-2025,19:13,Evening,Ahmedabad,UPI,ATM,Grocery,Success,20,23,63,3,0,Yes,Yes,Yes,90,High
TXN000737,CUST5997,38,Other,188435.64,121,35627.76,27191.84,25-06-2024,02:36,Morning,Kolkata,Debit Card,Mobile,Travel,Success,11,10,251,4,5,Yes,No,Yes,99,High
TXN000738,CUST6986,47,Male,486672.02,9,55028.49,9852.27,18-02-2025,15:03,Afternoon,Mumbai,Net Banking,Mobile,Entertainment,Success,16,73,165,4,1,No,No,Yes,80,Medium
TXN000739,CUST5986,44,Other,411168.52,16,88003.66,26847.74,31-07-2023,05:51,Morning,Jaipur,Credit Card,ATM,Entertainment,Success,20,56,290,1,2,Yes,No,No,30,Medium
TXN000740,CUST2207,50,Male,476978.42,98,64587.46,44922.29,15-09-2025,20:35,Evening,Ahmedabad,Net Banking,POS,Travel,Success,19,100,260,3,5,No,No,No,40,Medium
TXN000741,CUST9876,33,Other,198211.12,90,37623.83,14537.03,08-11-2025,09:57,Morning,Ahmedabad,Net Banking,ATM,Grocery,Success,7,69,218,1,1,No,No,No,12,Low
TXN000742,CUST8245,60,Other,208758.95,103,95530.75,36184.13,06-04-2026,09:28,Morning,Bangalore,UPI,ATM,Grocery,Failed,11,88,247,3,5,No,Yes,No,92,High
TXN000743,CUST1408,36,Other,481534.73,60,2361.36,12217.01,12-01-2024,17:32,Evening,Ahmedabad,Debit Card,POS,Entertainment,Failed,10,2,170,3,3,No,Yes,No,79,Medium
TXN000744,CUST5445,23,Female,24900.71,41,14779.13,44831.99,23-05-2024,16:39,Afternoon,Coimbatore,Wallet,Mobile,Shopping,Success,13,81,55,6,4,Yes,Yes,No,56,Medium
TXN000745,CUST2216,38,Other,103088.05,12,9656.39,1470.78,28-01-2024,13:43,Afternoon,Coimbatore,Wallet,ATM,Shopping,Success,14,16,258,3,2,No,No,No,95,Low
TXN000746,CUST3904,20,Other,51313.02,135,41116.01,3158.94,15-12-2023,09:11,Morning,Jaipur,UPI,Mobile,Fuel,Failed,18,1,145,1,1,No,No,Yes,17,Low
TXN000747,CUST6117,30,Other,376083.6,85,77882.57,40976.01,29-01-2025,03:41,Morning,Delhi,Net Banking,Mobile,Fuel,Success,4,98,228,5,0,Yes,No,Yes,68,Medium
TXN000748,CUST5817,24,Female,329220.91,5,52921.53,28263.45,22-04-2023,00:46,Morning,Hyderabad,Debit Card,POS,Shopping,Success,9,54,163,3,3,No,No,No,96,Medium
TXN000749,CUST1164,56,Male,470460.14,107,72497.29,15295.83,02-12-2025,02:32,Morning,Kolkata,Net Banking,Web,Electronics,Success,12,25,254,5,3,No,No,Yes,63,Medium
TXN000750,CUST6296,54,Other,453796.51,71,84556.21,13159.55,10-10-2023,14:41,Afternoon,Jaipur,Debit Card,POS,Shopping,Success,11,1,274,2,2,Yes,No,No,17,Medium
TXN000751,CUST7967,29,Female,371855,97,83347.61,39702.48,18-03-2023,21:17,Night,Pune,Wallet,ATM,Shopping,Success,18,24,240,4,3,Yes,No,No,68,High
TXN000752,CUST2763,68,Male,330661.25,81,24095.02,26288.85,04-08-2024,19:20,Evening,Jaipur,Net Banking,ATM,Food,Success,16,97,191,5,1,Yes,No,Yes,63,Medium
TXN000753,CUST1967,20,Female,29344.61,173,42872.33,34217.12,16-07-2025,13:34,Afternoon,Coimbatore,Credit Card,POS,Fuel,Success,13,28,15,3,2,No,No,No,78,Medium
TXN000754,CUST2665,29,Male,274035.55,102,15359.23,15883.94,16-04-2026,05:10,Morning,Coimbatore,UPI,Mobile,Healthcare,Success,5,7,148,2,2,No,No,No,62,Low
TXN000755,CUST3200,25,Other,22250.14,46,32337.66,10526.36,06-12-2025,04:55,Morning,Jaipur,Credit Card,ATM,Shopping,Success,12,31,290,5,3,Yes,Yes,Yes,41,Medium
TXN000756,CUST1411,24,Female,426413.38,60,55134.74,23987.23,09-03-2023,00:59,Morning,Delhi,Wallet,Mobile,Entertainment,Success,18,15,7,2,4,No,No,Yes,63,Medium
TXN000757,CUST4695,62,Female,57296.67,29,68063.64,32785.92,25-09-2025,05:00,Morning,Chennai,Credit Card,Web,Electronics,Success,5,81,242,5,4,No,No,Yes,91,High
TXN000758,CUST2642,30,Other,260315.07,88,62783.18,1915.6,02-09-2025,19:39,Evening,Chennai,Credit Card,POS,Shopping,Success,4,99,86,2,3,Yes,No,Yes,40,Medium
TXN000759,CUST2506,35,Female,128404.79,55,14835.02,49428.68,16-09-2024,14:40,Afternoon,Bangalore,Credit Card,ATM,Shopping,Failed,14,10,200,4,4,Yes,No,No,9,Medium
TXN000760,CUST2326,35,Other,175552.3,102,6342,15458.33,07-07-2024,21:06,Night,Coimbatore,Debit Card,POS,Electronics,Failed,11,45,273,5,3,No,No,No,36,Medium
TXN000761,CUST2057,52,Male,85202.15,99,83495.62,22869.29,02-04-2024,09:30,Morning,Coimbatore,UPI,Mobile,Food,Success,15,63,224,3,1,Yes,No,Yes,75,Medium
TXN000762,CUST9858,45,Female,191329.75,4,79060.71,44618.03,01-03-2024,11:59,Morning,Chennai,Credit Card,Mobile,Travel,Success,4,41,247,1,1,Yes,Yes,No,72,Medium
TXN000763,CUST1502,65,Male,211394.69,170,21867.47,5022.73,14-11-2025,01:56,Morning,Ahmedabad,UPI,Mobile,Healthcare,Success,15,12,19,3,4,No,No,No,49,Low
TXN000764,CUST7894,53,Female,262741.51,33,82668.52,30886.7,28-11-2024,22:53,Night,Mumbai,UPI,Mobile,Shopping,Success,2,2,110,5,1,Yes,Yes,Yes,17,High
TXN000765,CUST6361,41,Male,445160.16,102,14018.09,16013.36,29-11-2024,03:07,Morning,Bangalore,Debit Card,POS,Shopping,Success,15,34,77,4,0,No,Yes,No,32,Low
TXN000766,CUST2914,45,Female,57623.52,67,12221.41,24541.51,23-10-2025,21:07,Night,Pune,Debit Card,Web,Grocery,Success,18,33,26,5,4,No,No,Yes,86,Medium
TXN000767,CUST2716,23,Female,43197.43,167,95968.76,42682.19,07-08-2024,14:51,Afternoon,Coimbatore,UPI,Mobile,Food,Success,1,83,211,5,3,No,No,No,85,High
TXN000768,CUST8743,25,Female,211463.39,98,65040.1,13398.76,25-03-2026,10:08,Morning,Pune,Net Banking,POS,Travel,Success,11,35,178,3,0,No,No,No,34,Low
TXN000769,CUST4381,22,Other,350076.18,148,15744.47,23139.31,21-04-2026,04:10,Morning,Bangalore,Debit Card,Mobile,Food,Success,15,86,263,2,0,No,No,No,91,Low
TXN000770,CUST6400,62,Male,99883.65,48,46753.94,8283.43,13-02-2023,15:17,Afternoon,Coimbatore,Wallet,Web,Healthcare,Success,8,95,285,3,0,No,No,No,95,Medium
TXN000771,CUST8785,28,Male,37979.61,18,26421.22,1043.63,01-11-2025,15:45,Afternoon,Mumbai,Credit Card,Mobile,Electronics,Success,10,37,265,5,1,No,Yes,Yes,24,Medium
TXN000772,CUST7589,62,Other,433137.15,13,85566.01,14532.23,11-04-2026,17:16,Evening,Jaipur,Debit Card,ATM,Grocery,Success,18,88,40,1,3,No,Yes,No,67,Medium
TXN000773,CUST4153,39,Male,149458,84,94361.07,37536.43,30-01-2024,22:41,Night,Kolkata,Credit Card,ATM,Entertainment,Success,6,53,116,3,0,No,No,Yes,63,Medium
TXN000774,CUST6052,20,Other,46922.75,117,21642.86,13188.25,14-02-2023,05:52,Morning,Kolkata,Net Banking,Web,Shopping,Success,15,6,129,6,2,Yes,No,No,63,Medium
TXN000775,CUST3010,25,Female,486543.66,155,58269.18,34634.99,11-08-2024,15:57,Afternoon,Chennai,Credit Card,Mobile,Entertainment,Success,14,98,217,3,1,Yes,No,Yes,56,Medium
TXN000776,CUST9831,29,Other,357402.27,100,74098.47,39467.89,14-11-2023,10:11,Morning,Hyderabad,Debit Card,Web,Fuel,Success,2,94,299,4,1,No,Yes,No,3,Medium
TXN000777,CUST5076,69,Female,22251.35,9,14840.19,890.78,24-04-2023,03:33,Morning,Mumbai,Net Banking,POS,Electronics,Success,19,99,142,5,5,No,Yes,No,25,Medium
TXN000778,CUST8923,29,Other,192003.82,89,31271.47,34269.1,12-11-2025,08:56,Morning,Delhi,Credit Card,Mobile,Electronics,Success,3,74,267,1,5,Yes,No,Yes,33,Medium
TXN000779,CUST6477,38,Female,304244.4,83,18145.51,21039.56,23-01-2024,10:44,Morning,Hyderabad,Wallet,POS,Healthcare,Failed,19,12,191,3,4,No,Yes,Yes,37,Low
TXN000780,CUST6628,60,Female,109115.83,89,97444.89,34355.3,14-03-2023,11:38,Morning,Coimbatore,Debit Card,ATM,Entertainment,Success,7,91,32,6,5,Yes,Yes,No,74,High
TXN000781,CUST1526,32,Other,45316.46,90,45477.29,43971.65,29-10-2024,01:15,Morning,Kolkata,Debit Card,Web,Fuel,Success,15,92,155,2,5,No,No,Yes,3,Low
TXN000782,CUST5689,22,Other,196430.56,113,54207.61,47536.09,02-03-2025,07:31,Morning,Pune,Credit Card,ATM,Fuel,Success,6,35,85,3,2,No,Yes,Yes,23,Medium
TXN000783,CUST8817,58,Other,196908.17,8,30063.77,31735.48,09-07-2025,05:26,Morning,Bangalore,Net Banking,POS,Fuel,Failed,3,27,202,1,1,Yes,No,Yes,90,Medium
TXN000784,CUST9433,35,Female,471682.19,87,12885.2,15848.58,28-01-2024,09:30,Morning,Mumbai,Credit Card,ATM,Food,Success,11,16,43,3,3,No,Yes,Yes,90,Medium
TXN000785,CUST4075,68,Other,270953.23,122,56624.86,8022.37,02-08-2024,06:04,Morning,Delhi,Wallet,Mobile,Grocery,Success,1,62,166,5,4,No,No,Yes,28,Medium
TXN000786,CUST5718,39,Other,193430.56,171,21681.7,6631.82,16-04-2024,19:08,Evening,Coimbatore,Wallet,Web,Grocery,Success,8,28,266,3,0,No,No,No,68,Low
TXN000787,CUST9356,63,Other,386659.03,20,51202.03,16515.58,03-08-2023,04:55,Morning,Kolkata,UPI,Web,Travel,Success,15,84,93,5,5,Yes,Yes,No,32,High
TXN000788,CUST6965,18,Other,348225.43,123,51993.48,31709.29,19-07-2024,00:00,Morning,Kolkata,Credit Card,ATM,Entertainment,Success,1,31,224,3,1,No,No,No,11,Low
TXN000789,CUST2873,44,Male,150388.92,126,34505.66,23506.04,04-12-2024,07:15,Morning,Ahmedabad,Net Banking,Mobile,Healthcare,Success,3,42,101,6,2,No,Yes,No,36,Medium
TXN000790,CUST7107,24,Female,241285.57,111,34977.17,41616.4,28-02-2025,08:48,Morning,Kolkata,UPI,ATM,Travel,Success,19,85,13,3,0,No,No,Yes,2,Low
TXN000791,CUST1393,46,Male,231017.29,164,74566.71,7275.35,24-09-2025,16:05,Afternoon,Hyderabad,Net Banking,Web,Electronics,Success,20,14,40,4,5,Yes,Yes,Yes,97,High
TXN000792,CUST1889,42,Other,15186.27,142,93909.56,46343.39,28-10-2025,05:16,Morning,Chennai,Wallet,Web,Fuel,Success,9,68,37,1,5,No,Yes,Yes,100,High
TXN000793,CUST4588,59,Other,238062.14,117,44500.07,12103.84,12-07-2023,14:56,Afternoon,Pune,Debit Card,Mobile,Fuel,Success,14,32,47,3,0,Yes,No,Yes,94,Medium
TXN000794,CUST6188,54,Other,338897.5,169,98701.74,5659.81,04-05-2025,14:05,Afternoon,Coimbatore,Debit Card,POS,Electronics,Success,3,57,198,2,5,Yes,No,Yes,94,High
TXN000795,CUST8158,51,Other,44238.2,171,69604.76,39366.47,01-04-2023,01:05,Morning,Kolkata,UPI,ATM,Entertainment,Success,2,89,25,6,1,No,No,No,51,Medium
TXN000796,CUST2667,23,Other,371774.88,39,34773.51,11234.52,01-01-2024,18:16,Evening,Kolkata,Debit Card,ATM,Travel,Success,1,83,231,2,0,Yes,No,No,96,Medium
TXN000797,CUST8519,31,Male,139191.2,23,21748.41,44118.46,30-07-2023,06:13,Morning,Pune,Credit Card,POS,Shopping,Success,20,16,107,1,2,Yes,No,Yes,65,Medium
TXN000798,CUST5475,51,Other,18532.11,167,27910.89,9757.17,26-05-2023,07:19,Morning,Pune,Net Banking,POS,Electronics,Success,20,91,27,1,4,No,No,No,8,Low
TXN000799,CUST8393,28,Female,366454.58,152,2680.98,49655.98,10-08-2024,22:39,Night,Coimbatore,UPI,Web,Travel,Success,13,98,277,4,1,No,No,No,40,Low
TXN000800,CUST9480,69,Female,41065.95,129,27180.17,44390.83,23-02-2026,23:09,Night,Ahmedabad,Net Banking,POS,Healthcare,Success,14,69,200,5,0,No,No,No,34,Medium
TXN000801,CUST2597,48,Male,355080.07,170,39023.93,35404.6,16-07-2024,20:39,Evening,Ahmedabad,Wallet,ATM,Fuel,Success,16,17,246,6,0,No,No,Yes,93,Medium
TXN000802,CUST3214,63,Female,445421.22,85,29148.77,18265.26,12-09-2023,14:15,Afternoon,Bangalore,Wallet,POS,Fuel,Success,8,33,223,1,2,No,Yes,No,88,Medium
TXN000803,CUST3857,69,Female,5867.93,171,7510.01,37194.18,29-01-2025,02:17,Morning,Kolkata,UPI,Web,Healthcare,Success,7,5,74,2,1,No,No,Yes,40,Low
TXN000804,CUST1993,62,Other,307860.41,20,11196.61,45988.96,27-02-2023,12:34,Afternoon,Kolkata,Net Banking,POS,Grocery,Success,13,18,215,5,2,Yes,Yes,No,87,Medium
TXN000805,CUST8038,18,Female,367077.2,66,45142.85,25896.57,26-03-2025,17:06,Evening,Ahmedabad,Wallet,Web,Fuel,Success,7,11,21,2,3,No,No,Yes,54,Medium
TXN000806,CUST2782,35,Female,229622.7,70,31990.62,40034.49,23-04-2023,20:23,Evening,Delhi,Net Banking,Web,Healthcare,Success,8,89,181,1,2,Yes,No,Yes,23,Low
TXN000807,CUST6914,36,Other,453207.02,111,65883.58,46936.9,17-09-2023,10:20,Morning,Pune,UPI,Mobile,Travel,Success,6,64,161,2,2,No,Yes,No,95,Medium
TXN000808,CUST8841,60,Male,226113.82,68,83000.83,34022.43,15-06-2024,06:15,Morning,Jaipur,Net Banking,Web,Healthcare,Success,12,57,276,2,2,Yes,No,No,42,Medium
TXN000809,CUST6738,29,Female,230505.79,6,56102.07,49502.22,05-02-2025,13:48,Afternoon,Mumbai,Wallet,ATM,Grocery,Success,12,72,72,4,2,No,Yes,Yes,89,High
TXN000810,CUST6111,45,Female,270615.61,54,60239.97,21047.49,05-10-2024,18:55,Evening,Hyderabad,Wallet,ATM,Food,Success,2,38,39,5,0,No,No,Yes,91,Medium
TXN000811,CUST1800,60,Other,192077.9,114,23947.87,34803.49,23-07-2024,02:57,Morning,Kolkata,Debit Card,POS,Fuel,Success,14,71,125,1,2,No,Yes,No,73,Medium
TXN000812,CUST5004,50,Male,113723.05,24,24695.64,40984.58,18-08-2025,14:19,Afternoon,Hyderabad,Debit Card,Mobile,Travel,Success,3,41,18,4,2,No,No,Yes,44,Low
TXN000813,CUST5383,67,Other,350130.06,82,35828.61,14476.47,12-03-2025,05:48,Morning,Kolkata,UPI,ATM,Healthcare,Success,5,60,175,4,1,Yes,No,Yes,32,Medium
TXN000814,CUST3740,54,Male,418254.95,130,78235.89,7116,30-03-2023,15:42,Afternoon,Jaipur,Wallet,POS,Grocery,Success,10,89,46,6,4,Yes,No,Yes,43,Medium
TXN000815,CUST6370,43,Female,429579.03,10,87085.71,5632.61,04-07-2024,21:10,Night,Ahmedabad,Wallet,Web,Travel,Success,11,4,24,4,4,No,Yes,Yes,74,High
TXN000816,CUST4037,18,Other,362291,26,31559.7,6525.49,19-03-2024,14:23,Afternoon,Coimbatore,Debit Card,Mobile,Shopping,Success,15,57,114,3,0,Yes,No,No,59,Medium
TXN000817,CUST4554,41,Female,16223.43,12,63490.55,26003.67,11-10-2024,15:42,Afternoon,Ahmedabad,Wallet,Mobile,Healthcare,Success,16,58,23,1,2,No,Yes,No,22,Medium
TXN000818,CUST5289,50,Female,160979.56,160,23336.88,3345.31,17-12-2023,20:24,Evening,Chennai,Credit Card,Mobile,Shopping,Success,2,10,85,5,0,Yes,No,Yes,34,Medium
TXN000819,CUST5693,61,Other,408473.16,152,51307.61,12335.53,27-09-2025,04:48,Morning,Ahmedabad,Debit Card,Web,Electronics,Success,11,75,18,6,0,No,No,Yes,78,Medium
TXN000820,CUST3914,47,Other,261941.74,150,15862.75,41524.17,07-05-2024,09:49,Morning,Ahmedabad,Debit Card,Mobile,Entertainment,Success,12,65,65,2,2,No,Yes,No,58,Low
TXN000821,CUST9718,62,Female,144181.79,139,12568.24,32293,21-03-2023,20:34,Evening,Chennai,UPI,POS,Shopping,Success,5,90,272,1,4,Yes,No,No,10,Low
TXN000822,CUST2429,48,Male,69075.35,50,87177.51,15222.25,21-11-2025,19:53,Evening,Ahmedabad,Debit Card,ATM,Fuel,Success,2,57,272,6,5,Yes,Yes,Yes,95,High
TXN000823,CUST8216,69,Male,49126.26,40,66185.63,27882.78,29-07-2024,18:49,Evening,Ahmedabad,Net Banking,Mobile,Entertainment,Success,16,69,195,4,4,No,No,No,69,Medium
TXN000824,CUST6663,19,Male,262862.19,173,84556.27,26523.37,22-10-2024,19:31,Evening,Kolkata,Debit Card,Web,Entertainment,Success,8,26,26,1,4,Yes,No,No,9,Medium
TXN000825,CUST6504,42,Male,360936.86,106,40190.33,22532.17,23-10-2024,21:36,Night,Coimbatore,UPI,ATM,Travel,Success,17,92,288,4,2,No,No,No,41,Medium
TXN000826,CUST5205,53,Other,65565.51,23,48576.27,21987.86,14-03-2025,16:21,Afternoon,Chennai,Net Banking,POS,Travel,Success,15,32,159,4,2,Yes,No,No,2,Medium
TXN000827,CUST1817,33,Male,236776.17,77,12197.64,34993.03,23-06-2024,02:43,Morning,Jaipur,Credit Card,Web,Shopping,Success,17,19,275,3,5,Yes,Yes,No,49,Medium
TXN000828,CUST6373,49,Male,358241.53,78,47799.71,13538.33,01-11-2023,05:35,Morning,Chennai,UPI,Web,Fuel,Success,17,11,187,3,0,Yes,No,No,31,Low
TXN000829,CUST6894,66,Male,22563.5,33,10182.68,34557.35,25-02-2024,00:19,Morning,Delhi,UPI,ATM,Travel,Success,13,58,198,3,4,Yes,Yes,Yes,26,Medium
TXN000830,CUST8356,70,Male,393913.37,35,3427.15,36252.59,13-06-2023,18:41,Evening,Bangalore,Wallet,POS,Food,Failed,17,81,229,4,3,Yes,Yes,Yes,8,Medium
TXN000831,CUST9556,18,Male,447177.29,139,76491.61,49829.02,13-09-2024,16:28,Afternoon,Kolkata,Credit Card,Web,Travel,Success,2,63,35,3,0,Yes,Yes,Yes,2,Medium
TXN000832,CUST2334,63,Female,424777.58,47,6585.43,43451.07,17-06-2023,01:29,Morning,Coimbatore,Credit Card,POS,Entertainment,Success,17,3,147,3,1,No,No,No,96,Low
TXN000833,CUST6978,22,Male,147470.16,122,29257.05,40177.8,29-03-2025,19:36,Evening,Delhi,Net Banking,ATM,Travel,Success,12,32,62,5,1,No,Yes,Yes,91,Medium
TXN000834,CUST3959,18,Male,112436.12,109,22404.08,3364.18,05-12-2025,22:30,Night,Ahmedabad,Net Banking,Mobile,Shopping,Success,3,10,97,1,4,No,Yes,Yes,19,Medium
TXN000835,CUST5627,21,Female,381612.89,174,44356.7,37884.82,12-11-2024,15:58,Afternoon,Kolkata,Debit Card,POS,Fuel,Success,3,79,249,3,3,No,No,No,58,Medium
TXN000836,CUST1418,54,Male,167281.87,21,84222.33,40100.92,22-06-2024,00:00,Morning,Mumbai,Wallet,ATM,Shopping,Success,11,21,238,4,0,No,Yes,No,51,Medium
TXN000837,CUST7875,58,Female,327433.62,14,14712.6,7804.11,06-05-2025,04:46,Morning,Mumbai,UPI,ATM,Fuel,Success,3,39,73,5,0,Yes,No,Yes,89,Medium
TXN000838,CUST9590,63,Male,169006.17,175,26847.09,33595.17,07-02-2023,17:50,Evening,Jaipur,Wallet,Mobile,Shopping,Success,17,17,15,6,2,Yes,Yes,No,28,Medium
TXN000839,CUST8279,51,Male,232307.65,124,5842.25,21872.92,01-11-2024,01:39,Morning,Delhi,UPI,Mobile,Travel,Success,3,53,275,4,2,Yes,Yes,Yes,11,Medium
TXN000840,CUST8677,45,Female,494278.2,63,48843.8,3643.36,16-05-2023,15:23,Afternoon,Mumbai,UPI,Web,Travel,Success,5,28,85,4,4,Yes,No,No,43,Medium
TXN000841,CUST5118,46,Female,495670.94,128,47955.84,9518.71,18-08-2023,09:42,Morning,Delhi,Debit Card,ATM,Grocery,Success,17,54,228,3,3,No,Yes,No,22,Medium
TXN000842,CUST8026,26,Other,482701.81,167,45811.12,18691.75,31-10-2023,14:29,Afternoon,Jaipur,Credit Card,Web,Grocery,Success,14,46,200,4,2,No,No,Yes,14,Low
TXN000843,CUST1457,22,Other,411188.61,40,2388.38,35318.22,06-06-2023,13:32,Afternoon,Mumbai,Net Banking,ATM,Healthcare,Success,8,70,41,5,4,No,No,No,75,Medium
TXN000844,CUST9990,62,Male,163936.55,177,30851.46,13710.52,14-08-2024,14:23,Afternoon,Bangalore,Net Banking,Web,Travel,Success,12,4,226,5,5,Yes,Yes,No,9,Medium
TXN000845,CUST5734,61,Other,223374.55,109,76953.05,29443.8,17-01-2024,23:01,Night,Pune,Net Banking,POS,Electronics,Success,6,68,129,6,2,Yes,No,Yes,49,Medium
TXN000846,CUST2578,46,Female,213935.61,17,7130.41,18340.56,29-08-2025,19:38,Evening,Ahmedabad,Net Banking,POS,Grocery,Success,8,32,34,5,0,Yes,No,Yes,83,Medium
TXN000847,CUST4657,44,Male,340456.09,87,27053.42,6342.34,15-04-2026,02:21,Morning,Bangalore,UPI,Mobile,Shopping,Success,7,31,232,6,5,Yes,No,Yes,61,Medium
TXN000848,CUST3169,36,Other,438460.58,98,70515.89,18412.34,10-08-2025,18:39,Evening,Coimbatore,Wallet,Web,Travel,Failed,10,59,57,2,0,No,Yes,No,66,Medium
